天数,股票代码,开盘价,最高价,最低价,收盘价,成交量
13,1492,0.463,0.463,0.38,0.43,50450
13,1493,4.5857,4.5857,4.5857,4.5857,0
13,1494,0.44,0.44,0.44,0.44,0
13,1495,11.2039,11.2039,11.2039,11.2039,0
13,1496,4.7,4.7,4.26,4.26,510
13,1497,28,28.2,25,25.1,3531
13,1498,31.07,31.33,29.97,29.97,2242
13,1499,21.3767,21.3767,19.5233,19.6267,18447
14,1000,4.7766,4.9836,4.7129,4.9613,142146
14,1001,5.25,5.3,5.25,5.3,240
14,1002,14.5098,15.6863,14.2157,15.4902,23395
14,1003,5.27,5.27,5.27,5.27,0
14,1004,0.055,0.055,0.055,0.055,0
14,1005,33.66,33.66,33.66,33.66,1296
14,1006,12.93,12.93,12.93,12.93,0
14,1007,32.0094,32.0094,30.7291,30.9425,491
14,1008,20.05,20.05,20.05,20.05,58999
14,1009,4.41,4.45,4.41,4.45,1199
14,1010,9.7265,15.1777,9.7265,9.7265,15417
14,1011,3.95,4.2,3.95,4.2,508
14,1012,30.7,30.7,29.26,30.07,1737
14,1013,14.8381,17.5324,14.8381,17.5324,3227
14,1014,3.2,3.2,3.2,3.2,0
14,1015,12.7,14.22,11.9,14.22,1470
14,1016,10.75,10.75,9.5,9.96,7661
14,1017,2.1266,2.1266,2.0681,2.0779,9018
14,1018,10.71,11.55,10.07,11.2,87456
14,1019,34.5,37.7,34.5,37.5,7032
14,1020,3.7762,3.7762,3.7762,3.7762,1
14,1021,38.5,38.5,36.5,36.5,702
14,1022,5.6,6,5.21,5.9,5060
14,1023,11.2,11.35,11.1,11.19,19632
14,1024,1.0754,1.1301,1.0754,1.1301,658
14,1025,25.05,27.5,22.5,27.5,11062
14,1026,5.25,5.25,5.25,5.25,0
14,1027,38.3,40.9,37.9,40.78,47544
14,1028,1.97,2.4,1.9,2.35,173112
14,1029,6.53,6.53,5.54,6.45,14911
14,1030,10.49,10.49,10.49,10.49,0
14,1031,10.46,10.46,9.6,9.6,8752
14,1032,14.9,16.82,14.9,16.63,157546
14,1033,6,7.59,5.9,7.43,466044
14,1034,3.13,3.32,3.05,3.32,2130
14,1035,0.4636,0.4727,0.4636,0.4727,3861
14,1036,113,122.79,109.03,120.38,166341
14,1037,8.23,8.23,8.23,8.23,0
14,1038,6.02,7.7,6,7.7,8083
14,1039,8.9,10.88,8.9,8.9,6665
14,1040,1.1,1.35,1.1,1.35,11650
14,1041,18.9532,22.7158,18.9532,22.2384,4339
14,1042,6.8,7.42,6.8,7.42,4935
14,1043,30,36.83,30,36.08,23620
14,1044,3.4243,3.5206,3.4243,3.5206,37
14,1045,10.4,10.4,9.5,9.5,7595
14,1046,11.6485,11.6485,11.3446,11.4965,341
14,1047,39.75,43.7,39.5,42.975,341706
14,1048,51.1736,55.7694,51.1736,54.4113,242960
14,1049,5.16,5.16,5.13,5.13,150
14,1050,970,980,955,955,102
14,1051,10.1,10.1,9.346,10.1,54165
14,1052,10.815,10.815,9,9,29392
14,1053,5.5,6.2,5.42,6.16,72857
14,1054,23,23,22.25,22.85,2299
14,1055,46.4,47.82,46.1,47.45,15185
14,1056,4.2,4.99,4.14,4.99,9586
14,1057,83.7,85.27,82.42,85,18298
14,1058,16,17.81,15.55,17.81,37254
14,1059,9.8968,10.4198,9.8968,9.8968,2121
14,1060,8.9433,9.1661,8.6508,9.1162,11703
14,1061,12.21,13.19,12.21,13.19,503
14,1062,23.51,24.59,23.51,24.1,12131
14,1063,34.1,36.5,34.1,36.29,65470
14,1064,29.89,31.16,29.55,31.13,13214
14,1065,12.1729,12.1729,10.4059,10.4059,119
14,1066,26,30.29,25.85,30.02,2971
14,1067,7,7.13,6.65,7.12,25896
14,1068,6.72,7.16,6.71,7.16,74009
14,1069,2.6833,2.9767,2.6667,2.9767,8703
14,1070,6.03,6.22,6.03,6.22,1580
14,1071,18.7226,19.3051,18.7226,19.3051,282
14,1072,4.83,5.49,4.65,5.1,16147
14,1073,3.38,3.4,3.25,3.4,99679
14,1074,7.84,7.84,7.84,7.84,0
14,1075,1.3285,1.358,1.2793,1.358,151124
14,1076,26.51,30.69,26.51,30.31,3065
14,1077,25.8,32.8,25.8,30.57,27571
14,1078,26.75,26.75,26.59,26.59,150
14,1079,8.0282,8.0282,7.7572,7.7572,877
14,1080,1.8148,2.0601,1.805,2.0405,24128
14,1081,74.508,85.8299,74.3831,84.04,77310
14,1082,3.5,3.7,3.4,3.65,42096
14,1083,7.15,7.37,7.15,7.2,746
14,1084,16.2119,16.9112,16.2119,16.7491,42922
14,1085,12.3973,12.9663,11.4437,12.9663,2548
14,1086,2.8333,3,2.7833,3,24555
14,1087,4.25,4.25,4.25,4.25,0
14,1088,8.7,8.72,8.42,8.72,4163
14,1089,9.7,9.7,8.75,8.75,1100
14,1090,5.2689,5.6947,4.8431,5.6415,1281
14,1091,1.7091,1.7534,1.7091,1.7534,1694
14,1092,1.4668,1.4668,1.269,1.4668,36664
14,1093,67.292,73.718,67.292,72.8671,45104
14,1094,9.61,10,9.61,10,100
14,1095,16.1852,18.0672,15.056,17.9731,6615
14,1096,102.894,102.894,83.892,83.892,8679
14,1097,6.8,7,6.3,6.7,16187
14,1098,104.3534,160.8186,102.9239,156.9232,27589
14,1099,22.2,23.4,22,23.4,1435
14,1100,2.5,2.5,2.5,2.5,0
14,1101,47.48,51.15,47.48,50.24,332126
14,1102,11.4545,14.1,11.4545,13.6727,9472
14,1103,109.7,109.7,96.29,96.29,70468
14,1104,17,18.5,16.35,17.91,25192
14,1105,15.85,15.85,15.85,15.85,0
14,1106,53.1802,61.3397,53.1802,59.9269,275425
14,1107,21.0208,21.739,21.0208,21.739,4611
14,1108,13.6367,13.6367,12.75,12.8333,1461
14,1109,5.2,5.84,5.15,5.84,114171
14,1110,61.3862,61.8935,61.3862,61.8935,99
14,1111,16.4,17.5,16.3,17.45,2625
14,1112,15.3212,16.6882,14.3092,16.6882,2253
14,1113,7.5,7.5,7.5,7.5,0
14,1114,12.0568,12.1551,11.7889,11.7889,504
14,1115,1.09,1.13,1.03,1.11,47760
14,1116,5.5083,5.7425,5.5083,5.7425,286
14,1117,12.1032,12.1032,12.1032,12.1032,1949
14,1118,19.95,21.8,19.95,21.07,137203
14,1119,3.03,3.03,3.03,3.03,0
14,1120,3.91,4.31,3.64,4.3,16571
14,1121,32.0765,35.2396,31.4528,33.6893,9195
14,1122,1.3137,1.346,1.3029,1.3029,1729
14,1123,13.87,14.25,13.57,13.99,849341
14,1124,4.65,4.975,4.5025,4.96,16868
14,1125,26,29.55,25.91,29.19,8370
14,1126,11.2301,12.2374,11.2301,12.2142,7715
14,1127,5.03,5.88,5.03,5.84,763
14,1128,1.7441,2.6598,1.7441,2.3982,13501
14,1129,53.7923,57.9762,53.7923,57.9762,3164
14,1130,13.827,13.827,13.827,13.827,0
14,1131,13,13,12.96,12.96,50
14,1132,6.7877,6.7877,6.7002,6.7877,601
14,1133,1.27,1.32,1.27,1.27,44579
14,1134,2,2.18,2,2.17,32178
14,1135,29,31.1,29,31.1,2470
14,1136,32,32,32,32,0
14,1137,5.52,6.6218,5.52,6.6218,3034
14,1138,3.25,3.54,3,3.54,84618
14,1139,5.3,6.04,5.08,5.95,7919
14,1140,7.8852,7.8852,7.8852,7.8852,619
14,1141,2.52,2.52,2.52,2.52,33
14,1142,40.8333,43.7,40.6666,42.81,446691
14,1143,16.41,17.1,15.5,17.1,2629
14,1144,1.67,1.86,1.67,1.86,50
14,1145,7.0509,7.0509,7.0216,7.0216,632
14,1146,4,4.1,3.88,3.88,14985
14,1147,13.6,15.6,13.2,15.1,26814
14,1148,12.4148,12.9854,12.1479,12.9762,2137
14,1149,8.0622,8.0622,7.9189,7.9189,726
14,1150,5.5,6.53,5.5,6.285,10260
14,1151,1.7,1.98,1.7,1.98,66028
14,1152,122.3298,136.7782,120.4033,132.9253,398
14,1153,10.8582,12.4495,10.0158,12.4495,8471
14,1154,1.25,1.355,1.25,1.35,18124
14,1155,0.04,0.04,0.032,0.04,123
14,1156,6.2,6.42,5.4,6.42,3142
14,1157,7.19,8.07,7.19,8.03,650
14,1158,16.5,17.9,16.295,17.32,9674
14,1159,2.17,2.26,2.15,2.26,16726
14,1160,33.1,35.56,32.6,35.36,42276
14,1161,0.7208,0.7208,0.7208,0.7208,0
14,1162,13,13.62,12.65,13.49,31684
14,1163,7.05,7.965,6.8333,7.93,34212
14,1164,6.5,7.4333,6.5,7.3333,159858
14,1165,5.2,5.26,4.99,4.99,4700
14,1166,47,53.81,46.8,52.8,5402
14,1167,17.4,18.3833,17.4,18.3833,13743
14,1168,1.73,1.75,1.68,1.71,21620
14,1169,18,19.78,18,19.4,38241
14,1170,7.7071,7.8408,7.7071,7.8408,209
14,1171,34.2472,38.1,33.7819,37.7556,15482
14,1172,2.9928,3.3608,2.9192,3.3485,45117
14,1173,10.1744,12.6653,10.1744,12.4548,94699
14,1174,2.0678,2.0678,2.0678,2.0678,2017
14,1175,9.677,11.1163,9.677,9.677,162993
14,1176,6.6,6.8033,6.3067,6.7933,7893
14,1177,4.5,4.9,4.5,4.9,6728
14,1178,15.4,16.3,15.24,16.3,6844
14,1179,47.12,52.26,46.6,52.26,2312
14,1180,16,16.6,16,16.5,23923
14,1181,13.8333,13.9467,13.3333,13.5167,43536
14,1182,7.25,7.75,7.16,7.75,35800
14,1183,12.53,13.2,12.53,13.2,14395
14,1184,15.1,17.9,15.05,17.9,18999
14,1185,31,33.15,30.95,33.15,1270
14,1186,3.9,3.9,3.76,3.76,31
14,1187,3.1,3.66,3.1,3.66,150
14,1188,24.8,24.8,24.4,24.4,424
14,1189,15.7765,16.0812,15.658,15.8526,1609
14,1190,7.4183,7.5795,7.276,7.5795,5574
14,1191,2.6333,2.6533,2.34,2.6533,3129
14,1192,17.5,18.7,17.03,18.7,1575
14,1193,7.697,8.5005,7.6547,8.4582,173065
14,1194,6.0058,6.0058,6.0058,6.0058,0
14,1195,41,41,41,41,330
14,1196,20.5,20.5,20.5,20.5,660
14,1197,12.1258,14.0053,11.8226,13.74,91719
14,1198,89.1476,95.6973,88.8891,94.3184,832
14,1199,0.8532,0.8532,0.8532,0.8532,0
14,1200,27.7,28.04,27.11,28.04,3861
14,1201,30.4,31.62,30.33,31.08,25791
14,1202,13.99,13.99,13.99,13.99,0
14,1203,16.07,17.15,16.02,17,2465
14,1204,40,48.39,40,47.7,21992
14,1205,7.29,7.44,6.85,7.35,44265
14,1206,8,8.11,7.37,7.95,2845
14,1207,24.5,27.42,23.5,27.15,26238
14,1208,2.9012,3.0012,2.581,2.9212,14296
14,1209,55.3,63.09,55.3,62.5,8585
14,1210,0.25,0.25,0.24,0.24,5384
14,1211,0.7671,0.8468,0.7671,0.8169,12045
14,1212,7.4,7.4,7.4,7.4,15742
14,1213,13.5339,16.3202,13.5339,16.1212,30054
14,1214,17.706,18.4609,16.6079,18.4609,32764
14,1215,14.8,14.8,14.8,14.8,0
14,1216,2.4,2.4,2.4,2.4,0
14,1217,16.0101,16.0195,16.0006,16.0006,1059
14,1218,66.5,70.14,63.5,69.85,38270
14,1219,6.8157,7.4043,6.8157,6.9202,579
14,1220,1.255,1.255,1.25,1.255,3915
14,1221,3.7199,3.7199,3.7199,3.7199,0
14,1222,9.75,9.75,9.45,9.45,850
14,1223,0.785,0.785,0.785,0.785,0
14,1224,5.8455,6.1221,5.5505,5.9838,385464
14,1225,11.53,12.21,11.53,12.2,170
14,1226,3.4,3.4,3.4,3.4,0
14,1227,0.94,0.94,0.94,0.94,150
14,1228,18.4,20.6,18.02,20.55,29912
14,1229,3.83,3.83,3.83,3.83,0
14,1230,2.475,2.61,2.34,2.61,7111
14,1231,2.1,2.35,2.1,2.35,11350
14,1232,6.69,6.95,6.16,6.95,5343
14,1233,5.1896,5.1896,4.7017,4.7017,1201
14,1234,6.9441,8.3968,6.886,8.3678,30323
14,1235,2.24,2.25,2.21,2.21,11700
14,1236,11.72,11.89,11.72,11.89,2500
14,1237,31.37,31.5,31.37,31.5,300
14,1238,1.7141,1.7141,1.5939,1.5939,1593
14,1239,32,32,30.7,31,1998
14,1240,1.04,1.04,0.98,0.98,10925
14,1241,19.15,19.15,17.9,17.9,0
14,1242,6.4,7.2,6.4,7.2,4385
14,1243,4.71,4.71,4.71,4.71,0
14,1244,4.6,4.9,4.56,4.9,23158
14,1245,7.37,7.37,7.37,7.37,42870
14,1246,9.9,9.9,9.9,9.9,0
14,1247,4,4.23,4,4.23,153
14,1248,15.5308,18.6857,15.5308,18.0596,66062
14,1249,1.83,1.85,1.83,1.85,643
14,1250,40.1,47.77,40.1,47.77,9611
14,1251,300.01,335,300.01,328.61,1455
14,1252,279,301.98,274,296,7363
14,1253,0.7071,0.8283,0.7071,0.8283,6619
14,1254,4.7,4.7,4.2,4.62,3045
14,1255,15.9135,21.9589,15.9135,21.7613,16556
14,1256,4.2092,4.2092,4.1649,4.1649,2234
14,1257,25.4,27.43,25.272,25.998,7180
14,1258,4.5,4.8,4.48,4.8,237
14,1259,39.03,42.6327,39.03,42.6327,5524
14,1260,0.34,0.41,0.335,0.38,52826
14,1261,59,59,59,59,171
14,1262,886.1165,886.1165,841.8107,841.8107,0
14,1263,6.6,6.865,6.55,6.55,3060
14,1264,24.1,26.89,23.35,26.89,34296
14,1265,1.57,1.57,1.57,1.57,0
14,1266,15.01,16.16,14.7,16,154584
14,1267,2.43,2.79,2.42,2.765,420542
14,1268,2.2478,2.4976,2.2094,2.4015,11871
14,1269,1.815,2.03,1.775,2.03,41582
14,1270,16.2975,16.2975,16.2975,16.2975,0
14,1271,2.19,2.19,2.18,2.18,2746
14,1272,0.338,0.345,0.283,0.32,387167
14,1273,3.8,3.9,3.8,3.9,1750
14,1274,21,23.6,21,23.24,22334
14,1275,86.7023,86.7023,83.2675,86.5982,104
14,1276,37.14,37.14,37.14,37.14,150
14,1277,3,3.12,2.7,3.1,6500
14,1278,60.3252,86.3801,60.0905,84.5022,17872
14,1279,8.46,8.5794,8.2609,8.46,2471
14,1280,1.9709,1.9709,1.7384,1.7384,5095
14,1281,1.15,1.15,1.1,1.14,651
14,1282,77,84.79,75.5,83.8,35216
14,1283,73.5,81.35,73.1,81.35,3995
14,1284,6.1,6.95,6,6.9,3752
14,1285,10.5,10.5,10.5,10.5,26157
14,1286,3.3355,3.3355,3.3355,3.3355,0
14,1287,16.44,18.44,15.6,17.2,11439
14,1288,12.5,14.53,12.31,14.53,22215
14,1289,1.9671,2.0664,1.9671,2.0664,1007
14,1290,49.1592,49.1592,49.1592,49.1592,0
14,1291,1.28,1.28,1.28,1.28,0
14,1292,1.73,1.73,1.73,1.73,700
14,1293,10.36,10.36,8.5,8.5,80780
14,1294,355,355,351.45,351.45,2
14,1295,11.1,13.0667,10.88,12.8167,43896
14,1296,202.5438,212.9065,188.4128,212.9065,4458
14,1297,13.0858,13.0858,13.0858,13.0858,174
14,1298,0.13,0.13,0.13,0.13,233
14,1299,41.1,41.865,40.5,41.4,21004
14,1300,3.2185,3.3857,3.1349,3.3857,12396
14,1301,5.82,5.95,5.82,5.95,142
14,1302,31,32.23,29.39,32.15,11835
14,1303,16.4,19.48,16.4,19.48,8720
14,1304,4.3,4.7,4.2,4.69,12875
14,1305,21.2,21.2,21.2,21.2,0
14,1306,110,115.14,107.7,114.26,32760
14,1307,26,31.69,25,31.69,10882
14,1308,3.9,4.35,3.86,4.12,57937
14,1309,15.4708,16.4582,13.4017,15.8469,10974
14,1310,3.9,3.9,3.9,3.9,0
14,1311,13.6286,14.3143,13.2857,14.3143,4639
14,1312,22.0676,22.6241,22.0388,22.6241,4420
14,1313,68,68,66,66.66,104
14,1314,7.15,7.2,6.5,6.8,5298
14,1315,22.5,26.13,21,26.1,59602
14,1316,20.35,25.7,20.12,25.35,221598
14,1317,1.4042,1.4417,1.4042,1.4417,63864
14,1318,30.02,35.32,29.27,33.35,12468
14,1319,15.4,16,15,15.95,2592
14,1320,11.4655,11.7273,11.4655,11.7273,1243
14,1321,0.79,0.79,0.79,0.79,650
14,1322,7.3,7.41,6.7,6.7,3600
14,1323,12,12,11.41,11.41,509
14,1324,36.14,36.15,36.14,36.15,245
14,1325,7,7.1,6.6,7.1,5070
14,1326,17.06,17.06,17.06,17.06,0
14,1327,2.95,3.05,2.95,3,1634
14,1328,13,15.04,13,14.72,14339
14,1329,19,19.1,19,19.1,404
14,1330,5.99,5.99,5.99,5.99,0
14,1331,1.7,1.78,1.6,1.78,13994
14,1332,0.815,0.82,0.815,0.82,8250
14,1333,2.1766,2.1766,2.1247,2.1247,8600
14,1334,350,350,350,350,0
14,1335,10.7,11.2,10.25,11.2,3840
14,1336,9.87,9.87,9.87,9.87,0
14,1337,402,402,402,402,0
14,1338,3.7,3.86,3.7,3.86,397
14,1339,3.1724,3.1724,3.1724,3.1724,0
14,1340,2.46,2.46,2.45,2.46,1045
14,1341,1.502,1.6236,1.4847,1.6236,11677
14,1342,105.1834,105.1834,89.3376,89.3376,104329
14,1343,2.1224,2.2805,2.0829,2.2805,82996
14,1344,7.85,7.85,7.85,7.85,0
14,1345,42.25,47.89,41.33,47.73,5352
14,1346,6.2,7.12,6.2,7.1,8655
14,1347,160,160,157.16,157.16,86
14,1348,1.3973,1.3973,1.3973,1.3973,0
14,1349,1.5,1.5,1.5,1.5,0
14,1350,1.9832,2.2503,1.7982,2.2298,168987
14,1351,20.2,20.2,20.2,20.2,0
14,1352,7.45,7.97,7.45,7.86,714
14,1353,4.3,4.45,3.93,4.25,14303
14,1354,11.8,12.45,11.35,12.45,11618
14,1355,20,22.604,19.9,22.604,7620
14,1356,0.98,1.02,0.918,1.02,3750
14,1357,30.81,30.95,30.5,30.95,480
14,1358,12.09,13.01,12.09,13.01,134
14,1359,1.46,1.51,1.45,1.51,18425
14,1360,2.8133,2.939,2.5136,2.939,11843
14,1361,12.5654,14.1542,12.5654,14.1542,106661
14,1362,13.78,13.78,13.78,13.78,0
14,1363,1.85,2.3,1.77,2.29,121951
14,1364,23.67,24.97,23.66,24.97,62595
14,1365,23.79,23.79,23.37,23.58,9795
14,1366,107,121,107,116.8,3235
14,1367,2.32,2.37,2.26,2.32,16015
14,1368,7.97,7.97,7.97,7.97,0
14,1369,3.8,3.8,3.8,3.8,0
14,1370,16.4754,16.7055,15.1868,16.3834,20674
14,1371,42,48.72,41.8,47.35,9252
14,1372,52.82,57.7,52.68,56.2,31267
14,1373,3.45,3.45,3.45,3.45,0
14,1374,5.86,6.12,5.86,6.12,798
14,1375,28.25,28.25,26.4,27.74,2295
14,1376,9.76,9.88,9.29,9.88,4381
14,1377,186,192,186,192,17
14,1378,1.35,1.35,1.35,1.35,0
14,1379,1.2922,1.4263,1.2922,1.3688,1155
14,1380,82.3269,85.6499,79.8321,82.8558,118068
14,1381,43.2195,49.9512,43.0244,49.9512,33394
14,1382,8.4,8.67,8.06,8.67,6242
14,1383,55.2029,55.2029,55.2029,55.2029,0
14,1384,1.5588,1.5588,1.5588,1.5588,0
14,1385,28.43,31.81,28.43,31.41,268483
14,1386,15.1,17.3,14.8,17.3,13602
14,1387,6.7,7.2,6,7.2,3514
14,1388,12.72,12.75,12.67,12.75,4847
14,1389,19,19,19,19,0
14,1390,29.2128,36.7606,28.0253,35.9935,139746
14,1391,10.7,10.7,9.91,9.91,1857
14,1392,9.75,11.73,9.75,9.75,72519
14,1393,2.9981,2.9981,2.9981,2.9981,0
14,1394,20.8774,27.7786,20.8774,27.1362,121933
14,1395,2.2783,2.2783,2.2642,2.2712,10437
14,1396,4.1121,4.2906,3.3024,4.144,36045
14,1397,77.5226,85.4977,77.5226,83.143,177936
14,1398,306,306,301,301,461
14,1399,9.7427,10.8939,9.7427,9.7427,11004
14,1400,11.65,12.6,11.65,12.6,15812
14,1401,9,9.425,8.84,9.425,13160
14,1402,8.24,8.24,8.24,8.24,0
14,1403,16.8,17.68,16,17.68,5801
14,1404,246.5317,251.4073,228.7594,246.9249,1243
14,1405,15.45,15.45,15.45,15.45,0
14,1406,3.7,4.06,3.32,4,13684
14,1407,10.4573,11.4532,10.4573,10.8557,1707
14,1408,1117.1603,1243.3849,1088.1431,1231.778,499
14,1409,1.4048,1.4048,1.3952,1.3952,48004
14,1410,14.3,16.1767,14,15.4833,31116
14,1411,1.23,1.24,1.21,1.23,6835
14,1412,29.1833,29.1833,27.9467,27.9467,4500
14,1413,5.825,5.825,5.45,5.8225,5788
14,1414,5.73,5.8975,5.375,5.8975,9808
14,1415,9.9,10.6,9.9,10.6,950
14,1416,16.8436,16.8436,16.8436,16.8436,0
14,1417,29.75,29.75,29.75,29.75,31
14,1418,41.46,43.44,41.46,42.7,927
14,1419,6.3766,6.6935,6.3766,6.6935,328
14,1420,17.7753,18.5643,17.3576,17.5897,7213
14,1421,4.83,4.83,4.83,4.83,0
14,1422,19,19.6,17.28,19.6,350
14,1423,18.83,18.83,18.83,18.83,0
14,1424,7.12,7.12,7.1,7.12,550
14,1425,3330,4272,3330,4177.5,2099
14,1426,14.8,17.48,14.2,16.33,19736
14,1427,2.7755,2.9336,2.7755,2.9336,16352
14,1428,2.85,2.92,2.64,2.86,20425
14,1429,82,92,80,90.98,44702
14,1430,13.1,14,13.1,13.83,11928
14,1431,5.05,5.05,4.95,4.95,1413
14,1432,24.3171,24.3171,22.6298,22.6298,60
14,1433,6.0083,6.0083,5.1657,6.0083,523
14,1434,5.53,5.69,5.53,5.59,16260
14,1435,0.55,0.55,0.55,0.55,0
14,1436,5.8573,6.0075,5.7071,6.0075,7581
14,1437,87.5,92.5,86.5,91.5,1131
14,1438,12.15,12.95,12.05,12.95,320
14,1439,12.7,12.7,12.7,12.7,0
14,1440,46.6305,54.599,46.6305,53.7726,8299
14,1441,1.63,1.63,1.63,1.63,505
14,1442,29.5,33.39,29.5,32.9,172685
14,1443,2.36,2.45,2.27,2.45,29753
14,1444,6.2,7.15,6.2,6.95,70292
14,1445,0.049,0.049,0.049,0.049,3000
14,1446,10.35,10.35,9.4,9.4,3113
14,1447,1.0714,1.1327,1.0714,1.1327,5048
14,1448,14.15,14.15,14.15,14.15,1666
14,1449,12.5,14.3,12.22,14,89929
14,1450,3.2,3.2,3,3,1886
14,1451,27.04,27.04,27.04,27.04,473
14,1452,2.4,2.71,2.4,2.71,100
14,1453,2.5542,2.6348,2.3749,2.6348,6679
14,1454,21.03,22.48,20.9,22.48,135
14,1455,0.124,0.124,0.124,0.124,0
14,1456,1.5019,1.5019,1.4114,1.4929,13282
14,1457,10.2,12.7,10.2,12.64,119783
14,1458,11.9965,12.2553,11.9965,12.2165,5567
14,1459,0.625,0.64,0.53,0.64,129883
14,1460,21.6213,21.6213,19.6557,20.5402,1773
14,1461,6.375,6.375,6,6.2417,8760
14,1462,8.7269,9.4057,8.7269,9.4057,758
14,1463,8.64,8.71,8.62,8.7,1075
14,1464,2.42,2.54,2.38,2.5,9565
14,1465,2.255,2.255,2.1882,2.1882,674
14,1466,9.75,9.84,9.3,9.3,4760
14,1467,27.5175,27.5175,27.5175,27.5175,5633
14,1468,2.1441,2.2611,2.1441,2.2611,328052
14,1469,66.9813,75.5821,66.9813,73.5532,6675
14,1470,142.124,151.3258,142.0746,149.0648,46833
14,1471,84.4934,92.2072,84.4934,91.7499,42376
14,1472,1.05,1.05,1.05,1.05,0
14,1473,13.069,14.2054,11.3643,14.2054,2364
14,1474,5,5.52,5,5.3,2295
14,1475,1.1,1.25,1.1,1.25,4750
14,1476,9.25,10.62,9.25,9.25,29538
14,1477,496.0973,545.3785,479.6702,545.3785,6
14,1478,114.2,139.45,114.2,137,19740
14,1479,0.7217,0.7217,0.6368,0.6793,60713
14,1480,6.072,7.88,6.072,7.408,130051
14,1481,3.1863,3.3344,3.0677,3.3344,11606
14,1482,14.81,14.81,14.81,14.81,0
14,1483,2.7705,2.7705,2.7705,2.7705,0
14,1484,22.9051,25.3181,21.0489,25.3181,1512
14,1485,16.4667,18.0267,14.3,18.0267,982
14,1486,8.69,8.69,8.44,8.44,200
14,1487,0.042,0.046,0.041,0.041,33788
14,1488,14.2,14.42,14.2,14.42,65
14,1489,13,14.98,13,14.98,10623
14,1490,16.3919,17.4307,16.3919,17.4307,273
14,1491,470,470,452,452,26
14,1492,0.39,0.45,0.381,0.43,12400
14,1493,4.3426,4.3426,4.3426,4.3426,0
14,1494,0.44,0.44,0.44,0.44,0
14,1495,10.0214,10.0214,10.0214,10.0214,20
14,1496,3.8,4.18,3.41,4.02,7910
14,1497,22.4,26.57,22.4,26.57,9976
14,1498,29.33,29.94,28.9,29.03,2667
14,1499,18.3333,20.1167,17.8333,19.7033,28461
15,1000,5.2256,5.2256,4.4932,4.4932,23885
15,1001,5.25,5.25,5.02,5.02,0
15,1002,15.8824,15.8824,14.7059,14.8039,11739
15,1003,6.06,6.3,6.06,6.3,2500
15,1004,0.055,0.068,0.052,0.056,2955
15,1005,35.02,35.02,35.02,35.02,0
15,1006,14.25,14.25,14.25,14.25,0
15,1007,30.9425,31.5826,29.0219,29.0219,938
15,1008,21.7,22,18.1,18.88,23271
15,1009,4.35,4.45,4.17,4.45,886
15,1010,15.1777,15.1777,13.1468,14.1622,1442
15,1011,4.1,4.1,3.71,4,4080
15,1012,30.21,30.77,29.75,29.75,520
15,1013,17.2786,17.5617,17.2688,17.2688,615
15,1014,3.2,3.2,3.2,3.2,500
15,1015,14.25,14.25,13.12,13.12,200
15,1016,10.2,10.53,10.04,10.04,975
15,1017,2.1559,2.2437,2.1364,2.1852,3106
15,1018,11.5,11.59,10.7,10.8,45015
15,1019,37.7,37.9,37,37.2,1506
15,1020,3.7623,3.7762,3.7623,3.7762,4
15,1021,38,39.63,37.88,38,415
15,1022,5.95,6.4,5.95,6.4,1214
15,1023,11.12,11.25,10.6,11.15,27144
15,1024,1.1118,1.1118,1.0207,1.0207,1536
15,1025,27.87,28,26.15,27.3,2826
15,1026,5.46,5.46,5.46,5.46,0
15,1027,40.8,40.8,38.13,38.27,17926
15,1028,2.45,2.48,2.19,2.23,88293
15,1029,6.47,6.5,6.01,6.05,3238
15,1030,11.35,11.35,11.35,11.35,0
15,1031,10.46,10.46,10.04,10.2,6950
15,1032,17.25,17.25,15.85,15.98,89584
15,1033,7.7,7.7,6.6,6.91,204078
15,1034,3.37,3.37,3.27,3.27,493
15,1035,0.4727,0.4909,0.4727,0.4727,8030
15,1036,123,124.37,109.8,111.9,113106
15,1037,9.11,9.11,9.11,9.11,0
15,1038,7.7,7.7,7.49,7.55,1300
15,1039,11.04,11.04,11,11,660
15,1040,1.26,1.375,1.26,1.275,2608
15,1041,22.4631,22.4631,21.0872,21.8547,1474
15,1042,7.4,7.4,7.26,7.26,200
15,1043,36.98,38.1,35.33,35.33,12358
15,1044,3.5313,3.5313,3.5313,3.5313,0
15,1045,10.1,10.1,10.1,10.1,248
15,1046,11.5472,11.5472,11.5472,11.5472,0
15,1047,43.5,43.5,39.565,40.07,241566
15,1048,55.0608,55.3856,50.4454,50.8685,105875
15,1049,5.31,5.31,5.27,5.27,60
15,1050,955,960,951,955,72
15,1051,10.146,10.146,9.82,10.146,6335
15,1052,9.85,10.675,9.85,9.85,23136
15,1053,6.26,6.26,5.81,6.19,7500
15,1054,22.55,23.3,22.55,22.7,2331
15,1055,48.15,48.37,46.1,46.19,7067
15,1056,4.99,4.99,4.91,4.91,2307
15,1057,85,86,84,85.12,19023
15,1058,18.19,18.19,16.63,16.88,21721
15,1059,10.5919,10.6581,10.3966,10.6581,1242
15,1060,9.4121,9.4121,8.8835,9.2725,4972
15,1061,13.39,13.39,13.39,13.39,30
15,1062,23.38,23.39,23.32,23.32,507
15,1063,36.45,36.45,33.91,34.56,41439
15,1064,31.45,31.45,29.08,29.85,9950
15,1065,10.2095,11.7802,10.2095,11.7802,21
